id,apple,samsung,amazon,others,model,screensize,storage,isnight,returnsaccepted,returnsdays,sellerfeedbackscore,bids,price,ram,resolution,selleritemssold,ispolice,sellerlifepercent,selleryearpercent,isused,isbroken,deliveryspeed,startingprice,issold,bidcount,ruletriggered,nobid,residual
115636861960,0,1,0,0,galaxy tab a6 t585,10.1,16,1,0,-1,1077,.63758892,.7004056,2,1920x1200,598,0,100,100,1,0,0,.1141169,1,5,1,3,-.60068721
115636861960,0,1,0,0,galaxy tab a6 t585,10.1,16,1,0,-1,1077,.59571117,.7004056,2,1920x1200,598,0,100,100,1,0,0,.1141169,1,5,1,4,-.64256495
115636861960,0,1,0,0,galaxy tab a6 t585,10.1,16,1,0,-1,1077,.5747723,.7004056,2,1920x1200,598,0,100,100,1,0,0,.1141169,1,5,1,5,-.66350383
115639732581,0,0,1,0,kindle fire hd 5,10,16,0,0,-1,3577,1.5038042,1.5038042,,,2300,0,100,100,1,0,0,.75990719,1,6,1,1,-.75214481
115639732581,0,0,1,0,kindle fire hd 5,10,16,0,0,-1,3577,1.4466254,1.5038042,,,2300,0,100,100,1,0,0,.75990719,1,6,1,2,-.80932367
115639732581,0,0,1,0,kindle fire hd 5,10,16,0,0,-1,3577,1.418036,1.5038042,,,2300,0,100,100,1,0,0,.75990719,1,6,1,3,-.83791304
115639732581,0,0,1,0,kindle fire hd 5,10,16,0,0,-1,3577,.93201554,1.5038042,,,2300,0,100,100,1,0,0,.75990719,1,6,1,4,-1.3239335
115639732581,0,0,1,0,kindle fire hd 5,10,16,0,0,-1,3577,.81765783,1.5038042,,,2300,0,100,100,1,0,0,.75990719,1,6,1,5,-1.4382912
115639732581,0,0,1,0,kindle fire hd 5,10,16,0,0,-1,3577,.81765783,1.5038042,,,2300,0,100,100,1,0,0,.75990719,1,6,1,6,-1.4382912
115641969251,0,0,1,0,kindle fire 4,7,8,0,0,-1,657,.80908102,.80908102,,,193,0,96.800003,94,1,0,0,.3991085,1,4,1,1,-.74292034
115641969251,0,0,1,0,kindle fire 4,7,8,0,0,-1,657,.78049153,.80908102,,,193,0,96.800003,94,1,0,0,.3991085,1,4,1,2,-.77150983
115641969251,0,0,1,0,kindle fire 4,7,8,0,0,-1,657,.57121688,.80908102,,,193,0,96.800003,94,1,0,0,.3991085,1,4,1,3,-.98078448
115641969251,0,0,1,0,kindle fire 4,7,8,0,0,-1,657,.45685917,.80908102,,,193,0,96.800003,94,1,0,0,.3991085,1,4,1,4,-1.0951421
115659315417,0,0,1,0,kindle fire kids,7,16,1,0,-1,504,2.0041194,2.0041194,,,189,0,100,100,1,0,1,1.7754039,1,2,1,1,.41458547
115659315417,0,0,1,0,kindle fire kids,7,16,1,0,-1,504,1.9469405,2.0041194,,,189,0,100,100,1,0,1,1.7754039,1,2,1,2,.35740662
115660976664,1,0,0,0,ipad pro 3,11,128,1,0,-1,129,2.2513518,2.2513518,,,368,0,100,100,1,0,2,1.7146369,1,4,0,1,.97593474
115660976664,1,0,0,0,ipad pro 3,11,128,1,0,-1,129,2.2178073,2.2513518,,,368,0,100,100,1,0,2,1.7146369,1,4,0,2,.9423902
115660976664,1,0,0,0,ipad pro 3,11,128,1,0,-1,129,1.9494498,2.2513518,,,368,0,100,100,1,0,2,1.7146369,1,4,0,3,.67403269
115660976664,1,0,0,0,ipad pro 3,11,128,1,0,-1,129,1.7817262,2.2513518,,,368,0,100,100,1,0,2,1.7146369,1,4,0,4,.50630915
115667598642,0,0,1,0,kindle fire kids,7,16,0,0,-1,504,1.8897616,1.8897616,,,189,0,100,100,1,0,1,1.7754039,1,2,1,1,.345312
115667598642,0,0,1,0,kindle fire kids,7,16,0,0,-1,504,1.8325827,1.8897616,,,189,0,100,100,1,0,1,1.7754039,1,2,1,2,.28813314
